step,loss
344,0.00081
345,0.00099
346,0.00072
347,0.0007
348,0.00389
349,0.00131
350,0.00062
351,0.02548
352,0.0007
353,0.00067
354,0.00141
355,0.00185
356,0.00101
357,0.00138
358,0.00143
359,0.00253
360,0.00107
361,0.00114
362,0.00171
363,0.15108
364,0.00126
365,0.00088
366,0.00109
367,0.0013
368,0.00121
369,0.00126
370,1.53843
371,0.02238
372,0.00102
373,0.00181
374,0.00142
375,0.00077
376,0.00499
377,0.03466
378,0.07116
379,0.00128
380,0.01159
381,0.01484
382,0.00486
383,0.00382
384,0.00151
385,0.21897
386,0.00239
387,0.00458
388,0.12038
389,0.00756
390,0.00144
391,0.00104
392,0.00179
393,0.02688
394,0.00237
395,0.00311
396,0.00073
397,0.00107
398,0.00182
399,0.00101
400,0.00118
401,0.00262
402,0.01186
403,0.00062
404,2.41189
405,0.06895
406,0.00354
407,0.01422
408,0.02804
409,0.01325
410,0.07814
411,0.05485
412,0.00976
413,0.21664
414,0.03644
415,0.10944
416,0.02931
417,0.1437
418,0.01646
419,0.00364
420,0.00287
421,0.00354
422,0.20208
423,0.00291
424,0.03327
425,0.02265
426,0.04752
427,0.00239
428,0.03875
429,0.00281
430,0.00379
431,0.00936
432,0.00361
433,0.00256
434,0.00302
435,0.0029
436,0.08641
437,0.00689
438,0.75739
439,0.01712
440,0.00311
441,0.0313
442,0.00811
443,0.00327
444,0.01299
445,0.00296
446,0.01507
447,0.17716
448,0.01248
449,0.15677
450,0.05167
451,0.01158
452,0.03382
453,0.1366
454,0.00269
455,0.16342
456,0.00457
457,0.01595
458,0.00253
459,0.00304
460,0.00624
461,0.00566
462,0.00326
463,0.00253
464,0.02224
465,0.00175
466,0.00164
467,0.03464
468,0.00596
469,0.00152
470,0.00107
471,0.00307
472,0.00343
473,0.00185
474,0.00198
475,0.00241
476,0.00191
477,0.30613
478,0.04593
479,0.00249
480,0.00414
481,0.00335
482,0.00377
483,0.00489
484,0.00239
485,0.00192
486,0.00344
487,0.00187
488,0.03375
489,0.00203
490,0.00218
491,0.00348
492,0.00209
493,0.00117
494,0.12849
495,0.00179
496,0.00303
497,0.0018
498,0.00771
499,0.00923
500,0.00138
501,0.00334
502,0.00335
503,0.01016
504,0.0041
505,0.00279
506,0.00206
507,0.00273
508,0.00094
509,0.01022
510,0.00123
511,0.00227
512,0.00153
513,0.00066
514,0.00159
515,0.00431
516,0.00195
517,0.00174
518,0.00185
519,0.00127
520,0.00085
521,0.00128
522,0.00094
523,0.0012
524,0.00088
525,0.00129
526,0.00124
527,0.00321
528,0.00203
529,0.05117
530,0.00182
531,0.00214
532,0.00086
533,0.00177
534,0.00173
535,0.00128
536,0.00088
537,0.08832
538,0.05571
539,0.00345
540,0.00218
541,0.00222
542,0.00354
543,0.01578
544,0.00279
545,0.00085
546,0.00248
547,0.00209
548,0.0015
549,0.00191
550,0.00084
551,0.10169
552,0.00137
553,0.00153
554,0.00287
555,0.0025
556,0.00105
557,0.00103
558,0.00241
559,0.00623
560,0.00233
561,0.00119
562,0.00154
563,0.00235
564,0.00069
565,0.00256
566,0.00079
567,0.00796
568,0.00334
569,0.00201
570,0.00153
571,0.00192
572,0.00155
573,0.00069
574,0.00088
575,0.00107
576,0.00093
577,0.00078
578,0.00078
579,0.02286
580,1.90775
581,0.00084
582,0.00325
583,0.05182
584,0.00341
585,0.15275
586,0.04156
587,0.00354
588,0.06346
589,0.10284
590,0.02153
591,0.01071
592,0.03706
593,0.0653
594,0.74516
595,0.00537
596,0.00633
597,0.11391
598,0.00339
599,0.00698
600,0.01428
601,0.00908
602,0.01398
603,0.01127
604,0.00545
605,0.00855
606,0.0098
607,0.04799
608,0.00826
609,0.00529
610,0.00218
611,0.01207
612,0.00334
613,0.00376
614,0.00216
615,0.00306
616,0.01337
617,0.0042
618,0.01681
619,0.00746
620,0.00302
621,0.03329
622,0.00277
623,0.07655
624,0.00324
625,0.00574
626,0.00141
627,0.00122
628,0.0021
629,0.00259
630,0.00232
631,0.00158
632,0.00088
633,0.00795
634,0.01196
635,0.00143
636,0.00225
637,0.00181
638,0.00687
639,0.00296
640,0.01482
641,0.00919
642,0.00163
643,0.00412
644,0.00138
645,0.0027
646,0.00347
647,0.00748
648,0.0017
649,0.00138
650,0.00201
651,0.00199
652,0.00185
653,0.00537
654,0.00195
655,0.00231
656,0.00207
657,0.00281
658,0.00091
659,0.00219
660,0.00498
661,0.00096
662,0.00151
663,0.00202
664,0.00218
665,0.0094
666,0.00169
667,0.00151
668,0.002
669,0.00616
670,0.00558
671,0.00111
672,0.00252
673,0.00283
674,0.00117
675,0.00194
676,0.00203
677,0.00526
678,0.00132
679,0.00113
680,0.00197
681,0.00316
682,0.00082
683,0.00103
684,0.00176
685,0.00153
686,0.00186
687,0.00189
688,0.00122
689,0.00208
690,0.00243
691,0.00108
692,0.00083
693,0.00169
694,0.00332
695,0.00284
696,0.00088
697,0.00179
698,0.00123
699,0.00061
700,0.00197
701,0.00124
702,0.00091
703,0.00294
704,0.00117
705,0.00236
706,0.00141
707,0.00119
708,0.00267
709,0.00284
710,0.00088
711,0.00098
712,0.01092
713,0.00184
714,0.00085
715,0.00189
716,0.00583
717,0.00148
718,0.00101
719,0.0018
720,0.0066
721,0.00134
722,0.00137
723,0.00089
724,0.00091
725,0.00105
726,0.00122
727,0.00271
728,0.00115
729,0.00112
730,0.0012
731,0.00078
732,0.00059
733,0.0013
734,0.00135
735,0.00092
736,0.00106
737,0.00298
738,0.00116
739,0.00071
740,0.0017
741,0.00078
742,0.00082
743,0.00178
744,0.00132
745,0.00131
746,0.00116
747,0.00123
748,0.00106
749,0.00119
750,0.00094
751,0.00092
752,0.00168
753,0.01226
754,0.00082
755,0.0017
756,0.00219
757,0.00227
758,0.01972
759,0.00084
760,0.00095
761,0.00081
762,0.00081
763,0.00098
764,0.00104
765,0.00168
766,0.00075
767,0.00295
768,0.0009
769,0.00431
770,0.0022
771,0.00107
772,0.00067
773,0.00145
774,0.00075
775,0.00131
776,0.00108
777,0.001
778,0.00152
779,0.00143
780,0.00116
781,0.00084
782,0.00174
783,0.00425
784,0.00142
785,0.00127
786,0.00127
787,0.00118
788,0.00158
789,0.0008
790,0.00192
791,0.00089
792,0.0012
793,0.00222
794,0.00107
795,0.00086
796,0.00065
797,0.00147
798,0.00166
799,0.00155
800,0.00152
801,0.00119
802,0.00078
803,0.00125
804,0.00179
805,0.0015
806,0.00064
807,0.00104
808,0.00097
809,0.00217
810,0.00167
811,0.00126
812,0.0005
813,0.00069
814,0.00048
815,0.00119
816,0.0016
817,0.00142
818,0.00058
819,0.0022
820,0.00128
821,0.00277
822,0.00154
823,0.00094
824,0.00143
825,0.00167
826,0.00187
827,0.00053
828,0.00158
829,0.00118
830,0.004
831,0.00051
832,0.00177
833,0.00118
834,0.00092
835,0.00136
836,0.00108
837,0.00112
838,0.00047
839,0.00113
840,0.00233
841,0.00153
842,0.00164
843,0.00121
844,0.00221
845,0.00067
846,0.00158
847,0.00171
848,0.00078
849,0.00565
850,0.00101
851,0.0012
852,0.00186
853,0.00405
854,0.00264
855,0.00223
856,0.00142
857,0.00159
858,0.0016
859,0.00057
860,0.00094
861,0.00061
862,0.00182
863,0.0018
864,0.00452
865,0.00186
866,0.00098
867,0.0008
868,0.00067
869,0.0008
870,0.00126
871,0.00051
872,0.00418
873,0.00061
874,0.00183
875,0.00116
876,0.00046
877,0.00079
878,0.00139
879,0.00119
880,0.00102
881,0.0008
882,0.001
883,0.00078
884,0.00176
885,0.00067
886,0.00149
887,0.0005
888,0.00073
889,0.00357
890,0.00083
891,0.00111
892,0.00076
893,0.00055
894,0.0058
895,0.00076
896,0.00144
897,0.00066
898,0.00047
899,0.00115
900,0.00047
901,0.00218
902,0.00137
903,0.00082
904,0.001
905,0.00048
906,0.00079
907,0.02782
908,0.00198
909,0.00113
910,0.00111
911,0.00076
912,0.00084
913,0.00043
914,0.00101
915,0.00151
916,0.00086
917,0.00072
918,0.00083
919,0.00048
920,0.00067
921,0.00121
922,0.00099
923,0.00094
924,0.00073
925,0.00041
926,0.00133
927,0.0015
928,0.00061
929,0.0011
930,0.00084
931,0.00094
932,0.00107
933,0.00091
934,0.00046
935,0.00129
936,0.00334
937,0.00101
938,0.00083
939,0.00062
940,0.00106
941,0.00066
942,0.00141
943,0.00091
944,0.00178
945,0.00069
946,0.00069
947,0.00163
948,0.00901
949,0.00067
950,0.00084
951,0.00143
952,0.0019
953,0.00162
954,0.00139
955,0.00066
956,0.00058
957,0.00113
958,0.02545
959,0.00074
960,0.00104
961,0.00064
962,0.00073
963,0.00091
964,0.00104
965,0.00138
966,0.00074
967,0.00073
968,0.00157
969,0.00077
970,0.00053
971,0.00074
972,0.00098
973,0.00049
974,0.00108
975,0.00095
976,0.00063
977,0.00094
978,0.47983
979,0.00101
980,0.00083
981,0.00123
982,0.00094
983,0.00176
984,0.00106
985,0.00078
986,0.00786
987,0.70395
988,0.00097
989,0.00126
990,0.00261
991,0.00438
992,0.01885
993,0.06314
994,0.0941
995,0.001
996,0.00569
997,0.00186
998,0.00066
999,0.00077
1000,0.02699
1001,0.00663
1002,0.01326
1003,0.00096
1004,0.00098
1005,0.00212
1006,0.02784
1007,0.01191
1008,0.00231
1009,0.0006
1010,0.12093
1011,0.00965
1012,0.001
1013,0.00127
1014,0.00151
1015,0.0009
1016,0.00242
1017,0.00172
1018,0.00124
1019,0.01917
1020,0.0009
1021,0.00059
1022,0.00061
1023,0.00047
1024,0.00123
1025,0.00223
1026,0.0008
1027,0.00235
1028,0.01209
1029,0.0011
1030,0.00185
1031,0.00686
1032,0.00503
1033,0.00346
1034,0.00055
1035,0.0013
1036,0.00113
1037,0.22282
1038,0.00207
1039,0.00291
1040,0.00296
1041,0.00061
1042,0.00055
1043,0.00083
1044,0.0006
1045,0.00122
1046,0.00051
1047,0.0016
1048,0.00253
1049,0.00137
1050,0.00417
1051,0.00096
1052,0.00052
1053,0.00094
1054,0.00037
1055,0.23567
1056,0.00085
1057,0.01877
1058,0.00174
1059,0.00264
1060,0.00191
1061,0.00118
1062,0.00122
1063,0.00113
1064,0.11544
1065,0.00124
1066,0.00068
1067,0.00216
1068,0.35449
1069,0.00323
1070,0.27732
1071,0.00079
1072,0.00068
1073,0.00071
1074,0.00046
1075,0.00043
1076,0.00258
1077,0.00119
1078,0.00476
1079,0.00051
1080,0.00088
1081,0.00039
1082,0.0018
1083,0.2677
1084,0.00147
1085,0.07115
1086,0.00128
1087,0.00035
1088,0.00028
1089,0.00098
1090,0.0008
1091,0.00056
1092,0.0012
1093,0.00092
1094,0.00157
1095,0.00045
1096,0.00048
1097,0.0006
1098,0.00143
1099,0.00188
1100,0.00063
1101,0.00047
1102,0.0647
1103,0.00077
1104,0.00168
1105,0.00027
1106,0.00059
1107,0.00033
1108,0.00161
1109,0.03588
1110,0.00122
1111,0.00058
1112,0.00049
1113,0.00071
1114,0.00041
1115,0.00062
1116,0.0009
1117,0.00042
1118,0.00078
1119,0.00161
1120,0.00299
1121,0.00095
1122,0.00042
1123,0.00091
1124,0.00084
1125,0.00048
1126,0.00059
1127,0.00047
1128,0.00037
1129,0.00042
1130,0.00054
1131,0.00076
1132,0.00063
1133,0.00922
1134,0.00091
1135,0.0015
1136,0.00097
1137,0.00035
1138,0.00094
1139,0.00067
1140,0.00081
1141,0.00025
1142,0.00084
1143,0.00039
1144,0.00049
1145,0.00122
1146,0.0004
1147,0.00056
1148,0.00234
1149,0.00158
1150,0.00081
1151,0.00125
1152,0.00104
1153,0.00035
1154,0.00046
1155,0.00096
1156,0.00083
1157,0.00046
1158,0.00064
1159,0.00048
1160,0.00049
1161,0.00037
1162,0.00069
1163,0.00085
1164,0.00089
1165,0.00108
1166,0.00076
1167,0.00066
1168,0.00059
1169,0.00087
1170,0.00087
1171,0.00073
1172,0.00054
1173,0.00049
1174,0.00046
1175,0.00055
1176,0.00054
1177,0.00066
1178,0.00106
1179,0.00072
1180,0.00145
1181,0.00084
1182,0.00153
1183,0.00074
1184,0.00125
1185,0.0042
1186,0.00041
1187,0.00133
1188,0.00036
1189,0.00057
1190,0.00152
1191,0.00066
1192,0.00107
1193,0.00046
1194,0.0008
1195,0.00062
1196,0.00031
1197,0.00113
1198,0.00162
1199,0.00138
1200,0.00144
1201,0.0007
1202,0.00147
1203,0.00076
1204,0.00039
1205,0.00059
1206,0.00046
1207,0.00043
1208,0.00075
1209,0.00065
1210,0.00052
1211,0.00249
1212,0.0008
1213,0.00123
1214,0.00041
1215,0.00046
1216,0.00192
1217,0.00098
1218,0.00146
1219,0.00056
1220,0.0006
1221,0.00048
1222,0.00115
1223,0.00118
1224,0.00062
1225,0.00091
1226,0.00047
1227,0.00025
1228,0.00071
1229,0.04149
1230,0.00061
1231,0.00048
1232,0.00034
1233,0.00085
1234,0.00111
1235,0.00095
1236,0.00093
1237,0.00088
1238,0.00031
1239,0.00068
1240,0.00037
1241,0.00168
1242,0.00054
1243,0.00049
1244,0.00104
1245,0.00059
1246,0.00047
1247,0.00039
1248,0.00033
1249,0.00037
1250,0.00041
1251,0.00064
1252,0.0006
1253,0.00091
1254,0.00076
1255,0.00076
1256,0.00032
1257,0.00071
1258,0.00069
1259,0.00076
1260,0.00103
1261,0.00048
1262,0.00558
1263,0.0003
1264,0.00053
1265,0.00036
1266,0.00191
1267,0.00101
1268,0.00046
1269,0.00215
1270,0.00053
1271,0.00027
1272,0.00041
1273,0.00095
1274,0.0003
1275,0.00045
1276,0.00046
1277,0.00026
1278,0.0003
1279,0.00646
1280,0.00026
1281,0.00026
1282,0.00034
1283,0.00074
1284,0.00074
1285,0.00046
1286,0.00093
1287,0.00044
1288,0.00353
1289,0.00025
1290,0.00047
1291,0.00104
1292,0.00044
1293,0.00066
1294,0.00305
1295,0.00049
1296,0.00055
1297,0.00025
1298,0.00034
1299,0.00441
1300,0.00238
1301,0.00147
1302,0.00078
1303,0.00046
1304,0.00043
1305,0.00036
1306,0.00076
1307,0.00152
1308,0.0006
1309,0.00042
1310,0.00027
1311,0.00041
1312,0.00146
1313,0.00034
1314,0.00086
1315,0.00078
1316,0.00054
1317,0.00052
1318,0.00088
1319,0.00037
1320,0.00111
1321,0.00044
1322,0.00063
1323,0.00038
1324,0.0008
1325,0.00022
1326,0.00029
1327,0.00061
1328,0.00074
1329,0.00082
1330,0.00085
1331,0.00095
1332,0.00043
1333,0.00036
1334,0.00101
1335,0.00023
1336,0.00029
1337,0.00115
1338,0.00038
1339,0.00035
1340,0.00973
1341,0.00192
1342,0.00045
1343,0.00097
1344,0.00023
1345,0.00046
1346,0.0006
1347,0.00048
1348,0.00037
1349,0.00046
1350,0.00098
1351,0.00045
1352,0.00044
1353,0.00081
1354,0.00027
1355,0.0013
1356,0.00073
1357,0.00046
1358,0.00052
1359,0.00017
1360,0.00032
1361,0.00041
1362,0.00032
1363,0.00095
1364,0.00042
1365,0.00079
1366,0.00053
1367,0.00032
1368,0.00056
1369,0.00077
1370,0.00054
1371,0.00043
1372,0.00084
1373,0.00054
1374,0.0004
1375,0.00057
1376,0.00034
1377,0.00076
1378,0.00043
1379,0.00078
1380,0.00324
1381,0.00083
1382,0.00119
1383,0.00027
1384,0.00048
1385,0.00035
1386,0.00032
1387,0.00073
1388,0.00158
1389,0.00035
1390,0.15925
1391,0.00041
1392,0.00038
1393,0.00033
1394,0.00044
1395,0.00085
1396,0.00073
1397,0.00495
1398,0.00067
1399,0.00061
1400,0.00053
1401,0.7638
1402,0.00084
1403,0.00221
1404,0.00053
1405,0.00117
1406,0.0009
1407,0.00042
1408,0.00069
1409,0.00153
1410,0.00322
1411,0.2778
1412,0.00089
1413,0.00103
1414,0.00115
1415,0.00097
1416,0.00048
1417,0.00031
1418,0.00056
1419,0.00053
1420,0.00028
1421,0.00058
1422,0.00043
1423,0.15888
1424,0.00127
1425,0.00032
1426,0.00043
1427,0.00158
1428,0.0003
1429,0.00045
1430,0.00108
1431,0.00141
1432,0.00712
1433,0.00032
1434,0.00021
1435,0.00067
1436,0.00049
1437,0.00035
1438,0.00037
1439,0.38036
1440,0.00121
1441,0.00034
1442,0.00174
1443,0.00036
1444,0.00374
1445,0.00876
1446,0.00053
1447,0.0004
1448,0.00023
1449,3.78764
1450,0.00044
1451,0.91702
1452,4.20185
1453,0.00051
1454,0.00478
1455,0.01094
1456,0.00174
1457,0.00371
1458,0.00288
1459,0.01049
1460,0.08101
1461,0.05549
1462,0.01722
1463,0.16075
1464,0.11573
1465,0.14537
1466,0.21062
1467,0.15953
1468,0.00576
1469,0.13594
1470,0.00721
1471,0.17771
1472,0.00336
1473,0.01434
1474,0.00408
1475,0.00367
1476,0.00379
1477,0.00265
1478,0.00387
1479,0.003
1480,0.00294
1481,0.01165
1482,0.00328
1483,0.00331
1484,1.28894
1485,0.01586
1486,0.00364
1487,0.00568
1488,0.00775
1489,0.00642
1490,0.00417
1491,0.00542
1492,0.00567
1493,0.01254
1494,0.00434
1495,0.00503
1496,0.00837
1497,0.00376
1498,0.00591
1499,0.00488
1500,0.00668
1501,0.01496
1502,0.00769
1503,0.00514
1504,0.00524
1505,0.00614
1506,0.00566
1507,0.00994
1508,0.01897
1509,0.00451
1510,0.00616
1511,0.00635
1512,0.00759
1513,0.00555
1514,0.01263
1515,0.10943
1516,0.00878
1517,0.00401
1518,0.00868
1519,0.00796
1520,0.00351
1521,0.00307
1522,0.00226
1523,0.00288
1524,0.00316
1525,0.00299
1526,0.00498
1527,0.00293
1528,0.00461
1529,0.01715
1530,0.01003
1531,0.01679
1532,0.00381
1533,0.00917
1534,0.00222
1535,0.00345
1536,0.00193
1537,0.00234
1538,0.00255
1539,0.0032
1540,0.00308
1541,0.00209
1542,0.00239
1543,0.00263
1544,0.00232
1545,0.00406
1546,0.10168
1547,0.0015
1548,0.00286
1549,0.00267
1550,0.00221
1551,0.00143
1552,0.00297
1553,0.00222
1554,0.0014
1555,0.00331
1556,0.00911
1557,0.0144
1558,0.00806
1559,0.00752
1560,0.00409
1561,0.00249
1562,0.02168
1563,0.00379
1564,0.00133
1565,0.00186
1566,0.00234
1567,0.0017
1568,0.00271
1569,0.00582
1570,0.00146
1571,0.00149
1572,0.00292
1573,0.00175
1574,0.00147
1575,0.00253
1576,0.00196
1577,0.00211
1578,0.0029
1579,0.00361
1580,0.01044
1581,0.0068
1582,0.00125
1583,0.00155
1584,0.01652
1585,0.00251
1586,0.00195
1587,0.00146
1588,0.00132
1589,0.002
1590,0.00311
1591,0.00185
1592,0.00528
1593,0.00129
1594,0.00148
1595,0.00165
1596,0.00189
1597,0.00318
1598,0.00511
1599,0.0015
1600,0.0011
1601,0.00187
1602,0.00188
1603,0.02669
1604,0.00142
1605,0.00141
1606,0.00233
1607,0.00183
1608,0.00255
1609,0.00471
1610,0.00161
1611,0.00107
1612,0.00126
1613,0.00185
1614,0.00121
1615,0.00169
1616,0.00125
1617,0.00124
1618,0.00175
1619,0.00182
1620,0.07497
1621,0.00305
1622,0.0018
1623,0.00163
1624,0.00151
1625,0.00155
1626,0.00144
1627,0.00135
1628,0.00125
1629,0.00118
1630,0.00206
1631,0.02837
1632,0.00422
1633,0.00367
1634,0.00135
1635,0.00065
1636,0.00118
1637,0.00145
1638,0.00134
1639,0.00109
1640,0.00097
1641,0.00177
1642,0.00225
1643,0.00099
1644,0.00477
1645,0.00075
1646,0.00431
1647,0.00137
1648,0.00081
1649,0.00065
1650,0.00109
1651,0.00089
1652,0.00093
1653,0.0008
1654,0.00143
1655,0.00163
1656,0.00109
1657,0.0013
1658,0.0017
1659,0.00082
1660,0.00128
1661,0.00189
1662,0.00098
1663,0.00105
1664,0.00139
1665,0.00091
1666,0.00115
1667,0.00093
1668,0.09512
1669,0.00127
1670,0.00122
1671,0.00106
1672,0.0012
1673,0.00103
1674,0.00128
1675,0.00121
1676,0.00093
1677,0.00081
1678,0.0015
1679,0.00085
1680,0.00159
1681,0.0009
1682,0.0008
1683,0.00098
1684,0.00098
1685,0.00098
1686,0.00191
1687,0.00148
1688,0.00057
1689,0.0007
1690,0.00076
1691,0.00075
1692,0.00224
1693,0.00074
1694,0.5022
1695,0.00135
1696,0.00157
1697,0.00063
1698,0.08822
1699,0.00444
1700,0.06871
1701,0.00186
1702,0.00122
1703,0.00195
1704,0.0013
1705,0.00165
1706,0.00105
1707,0.00563
1708,0.00159
1709,0.00164
1710,0.00224
1711,0.00148
1712,0.0013
1713,0.04252
1714,0.00428
1715,0.00329
1716,0.00403
1717,0.00102
1718,0.00162
1719,0.00159
1720,0.00221
1721,0.0011
1722,0.01512
1723,0.00189
1724,0.00102
1725,0.00158
1726,0.0021
1727,0.00088
1728,0.0012
1729,0.00097
1730,0.00116
1731,0.0009
1732,0.00108
1733,0.81099
1734,0.00168
1735,0.00112
1736,0.03666
1737,0.05105
1738,0.01013
1739,0.00272
1740,0.00137
1741,0.02281
1742,0.00165
1743,0.00312
1744,0.00252
1745,0.00304
1746,0.0081
1747,0.0014
1748,0.0016
1749,0.2437
1750,0.01493
1751,0.00197
1752,0.00109
1753,0.00096
1754,0.00113
1755,0.00201
1756,0.00153
1757,0.00081
1758,0.00108
1759,0.00097
1760,0.00092
1761,0.00968
1762,0.00068
1763,0.00091
1764,0.01292
1765,0.00069
1766,0.17886
1767,0.00105
1768,0.00117
1769,0.00085
1770,0.00142
1771,0.00066
1772,0.00112
1773,0.00113
1774,0.00156
1775,0.00117
1776,0.00102
1777,0.00091
1778,0.00144
1779,0.00054
1780,0.0053
1781,0.00082
1782,0.00055
1783,0.00056
1784,0.00093
1785,0.00092
1786,0.00109
1787,0.00081
1788,0.0062
1789,0.00062
1790,0.00102
1791,0.00131
1792,0.00385
1793,0.00108
1794,0.001
1795,0.00377
1796,0.00322
1797,0.00068
1798,0.00073
1799,0.00087
1800,0.00093
1801,0.00162
1802,0.00087
1803,0.00145
1804,0.00113
1805,0.00167
1806,0.00069
1807,0.001
1808,0.0011
1809,0.00183
1810,0.00098
1811,0.00137
1812,0.00101
1813,0.00119
1814,0.00093
1815,0.00058
1816,0.00229
1817,0.00078
1818,0.00184
1819,0.00102
1820,0.00103
1821,0.00085
1822,0.00132
1823,0.001
1824,0.00094
1825,0.00075
1826,0.00712
1827,0.00124
1828,0.00289
1829,0.00105
1830,0.00118
1831,0.00068
1832,0.00109
1833,0.03203
1834,0.00055
1835,0.0007
1836,0.00075
1837,0.0014
1838,0.00163
1839,0.00078
1840,0.00138
1841,0.00077
1842,0.00089
1843,0.00065
1844,0.00099
1845,0.00168
1846,0.00127
1847,0.00194
1848,0.00067
1849,0.00034
1850,0.00092
1851,0.00099
1852,0.0009
1853,0.00131
1854,0.00068
1855,0.00203
1856,0.00107
1857,0.00105
1858,0.00093
1859,0.00092
1860,0.00086
1861,0.00083
1862,0.00067
1863,0.00082
1864,0.00112
1865,0.00144
1866,0.01729
1867,0.00062
1868,0.00107
1869,0.00129
1870,0.00089
1871,0.05288
1872,0.00119
1873,0.00066
1874,0.00062
